﻿﻿Username;Created At;Tweet Text;Tweet ID;Label;Tanggal Labeling
﻿nan;18/10/2025 08.41;Presiden Prabowo Subianto menyoroti pihak yang nyinyir dengan program Makan Bergizi Gratis (MBG) dan meminta program itu dihentikan. Padahal menurut Presiden tingkat keberhasilan MBG mencapai 99 99 persen. #prabowo #programmbg #makanbergizigratis https://t.co/Jhzn5gxALw;1,98E+34;NEUTRAL;26/01/2026
﻿nan;21/01/2025 14.19;40 anak keracunan MBG Gus Yahya keracunan konsesi tambang. . https://t.co/4PcKtFsGqA https://t.co/4MHzIVf3qG;1,88E+33;NEUTRAL;26/01/2026
﻿nan;12/01/2025 06.43;Mulai Senin besok mari kita perkuat pengawasan MBG ya upload temuan MBG di daerahmu dengan tagar #AwasiMBG dan mention mimin @barengwarga / @IndonesiaFian;1,88E+33;POSITIVE;26/01/2026
﻿nan;18/01/2025 22.58;Mau meributkan dengan tujuan : supaya waspada perbaikan peningkatan mutu itu harus. Tapi narasinya jangan tendensius seakan pemerintah itu sengaja meracuni makanan MBG. Hal berbeda akan dapat respon berbeda pula.;1,88E+33;NEUTRAL;26/01/2026
﻿nan;26/02/2025 11.24;Padahal ya MBG ini bisa banget dijadikan peluang untuk edukasi gizi. Kalau bisa mereka buat seperti itu sesuai dengan pedoman gizi seimbang + bisa sertakan brosur menu alternatif yg memenuhi kebutuhan gizi anak aku akan ajak orang2 pilih Prabski th 2029.;1,89E+33;POSITIVE;26/01/2026
﻿nan;15/04/2025 11.28;Makan Bergizi Gratis Demi Wujudkan Indonesia Emas 2045 #MakanBergiziGratis #DukungMBG #IndonesiaHebat https://t.co/pBMDzJdVm6;1,91E+33;POSITIVE;26/01/2026
﻿nan;02/02/2025 18.05;Hashim Djojohadikusumo Ungkap Gagasan Program MBG Sudah Dari 18 Tahun Oleh Presiden Prabowo Subianto https://t.co/YVcEJlj1sf;1,89E+32;NEUTRAL;26/01/2026
﻿nan;06/09/2025 12.15;Pengawasan MBG Kini Lebih Modern Polda Sulbar Hadirkan Teknologi Real Time https://t.co/kU5qE0zWBi https://t.co/w5aPC596uJ;1,96E+33;NEUTRAL;26/01/2026
﻿nan;06/10/2025 23.51;Kalau kritik itu bukan niatan untuk menghentikan tapi buat memajukan itu kritik. Manusia tempat luput dan salah tapi ga boleh juga di diamkan...itulah guna kritik Mantab Berseri Gemilang MBG JALAN TERUS https://t.co/ZVRiOp5say;1,98E+34;POSITIVE;26/01/2026
﻿nan;28/03/2025 20.32;Dukung Program Makan Bergizi Gratis (MBG) Berkelanjutan di Papua! Program MBG tidak hanya hadir selama bulan puasa tetapi juga berkelanjutan untuk memastikan anak-anak di Papua mendapatkan asupan gizi @kumparan #MBGBerkelanjutan #MakanBergiziGratis #PapuaSehat #DukungMBG https://t.co/VOvvzhAAyC;1,91E+34;POSITIVE;26/01/2026
﻿nan;30/05/2025 12.16;Presiden @prabowo menegaskan Program MBG adalah investasi besar bagi masa depan bangsa Indonesia Lanjutkan MBG krn memberikan gizi yg optimal guna membentuk generasi yg sehat cerdas dan berprestasi siap memimpin Indonesia menuju kemajuan dan kemakmuran #MBGInvestasiMasaDepan https://t.co/pIKbcqLXpI;1,93E+34;POSITIVE;26/01/2026
﻿nan;12/04/2025 04.36;Potensi MBG sejahterakan rakyat sangat besar #ProgramMBG #DukungMBG #MakanBergiziGratis #MBGBukaLapanganKerja https://t.co/bQlL4Cui8g;1,91E+33;POSITIVE;26/01/2026
﻿nan;06/05/2025 16.43;Cerita tentang keracunan MBG gak akan ada lagi karena makanan dimasak oleh ibunya sendiri di rumah. Mungkin ini bisa jadi sebuah saran kan? #Headline https://t.co/W0dmXFcstV;1,92E+33;NEUTRAL;26/01/2026
﻿nan;03/04/2025 11.32;"MBG bukan sekedar pemberian makanan gratis namun merupakan solusi nyata Pemerintah dalam mencegah stunting &amp; meningkatkan kesejahteraan masyarakat Karena itu perlunya dukungan Bersama untuk pemerintah dalam memberikan #NutrisiCerdasUntukAnakBangsa Waduhh Pramugari Jumbo https://t.co/iSzlvcdMO0";1,91E+34;POSITIVE;26/01/2026
﻿nan;23/07/2025 20.42;sppg Polri top bgt dukung MBG lanjutkan https://t.co/0BLDt0rT8h;1,95E+33;POSITIVE;26/01/2026
﻿nan;30/09/2025 21.24;⁉️ APA HUBUNGANNYA KERACUNAN MBG SAMA ANIES??;1,97E+33;NEUTRAL;26/01/2026
﻿nan;29/06/2025 22.02;Cegah stunting sejak dini dengan program MBG yang penuh manfaat #MakanBergiziGratis https://t.co/fpQOD4zjyX;1,94E+34;POSITIVE;26/01/2026
﻿nan;31/08/2025 15.28;Program Makan Bergizi Gratis (MBG) hadir sebagai langkah nyata mencetak generasi sehat cerdas dan tangguh. Ayo dukung MBG demi masa depan anak-anak Indonesia yang lebih gemilang! #DukungMBG #GenerasiEmas #AnakSehatPintar https://t.co/URYVqi4EHe;1,96E+33;POSITIVE;26/01/2026
﻿nan;09/01/2025 11.44;Sayur over cook Pisang? Susu ini kan lebih byk gula ktimbang kandungan susu sapi? Itu protein apa? Yg emak2nya biasa masakin anak apa anak2 mau makan spt ini? Ya Allah andai blm mampu ada MBG knapa dipaksakan?Knapa dana TDK dialihkan utk sekolah gratis:seragam LKS perpustakaan?;1,88E+33;NEGATIVE;26/01/2026
﻿nan;09/10/2025 23.43;Kepala BGN buka suara nih guys! Ternyata program MBG gak disalurin pake uang tunai bukan tanpa alasan Karena kalau dikasih uang ️ belum tentu dibelikan makanan bergizi buat anak-anak Tapi kalau langsung dikasih dalam bentuk makanan ke sekolah-sekolah ️ https://t.co/zVWCTbjzu6;1,98E+34;POSITIVE;26/01/2026
﻿nan;13/08/2025 08.21;Menteri Keuangan Sri Mulyani Indrawati mengungkapkan anggaran Program Makan Bergizi Gratis (MBG) pada 2026 bakal mencapai Rp300 triliun.https://t.co/Q8OLcJrH7e;1,96E+33;NEUTRAL;26/01/2026
﻿nan;06/05/2025 23.21;MBG berhasil itu bukannya mengentaskan gizi buruk stunting? kok berhasil jadi sekedar tidak keracunan?;1,92E+33;NEGATIVE;26/01/2026
﻿nan;13/08/2025 23.07;ini teladan... lihat pejabat saja makannya MBG 10.000/porsi!;1,96E+34;POSITIVE;26/01/2026
﻿nan;16/08/2025 22.54;@in_makiy @duskhntr_ @rezaspn Makanan bergizi gratis melalui Program MBG memang fondasi krusial untuk mengatasi stunting dan mendukung perkembangan kognitif anak Indonesia mencapai 20 juta penerima pada 2025. Namun kesuksesan seperti Prof. Rakhmad butuh pendidikan berkualitas ketekunan dan akses;1,96E+33;NEUTRAL;26/01/2026
﻿nan;23/02/2025 06.47;Pemerintah Jamin Pelayanan MBG Gratis Sesuai dengan Standar Badan Gizi Nasional https://t.co/jlgeTq9IG1;1,89E+34;NEUTRAL;26/01/2026
﻿nan;17/02/2025 22.45;Jurus Mendes Sukseskan Ketahanan Pangan dan MBG. @prabowo @YandriSusanto @YandriSusanto27 @tppkemendes https://t.co/s14Jj6W4AM;1,89E+34;NEUTRAL;26/01/2026
﻿nan;11/06/2025 13.55;Ketimpangan dan bias Bpak itu membuat konflik diantara atlet cabang olahraga. kemaren wushu sekarang Tenis. Belum lagi program yang kurang riset..masih dipotong yayasan. membuat anak2 keracunan MBG. Pemberian rolex dari pejabat itu termasuk gratifikasi bukan ya?.;1,93E+33;NEGATIVE;26/01/2026
﻿nan;13/03/2025 17.34;Program Makan Bergizi Gratis hadir di Papua wujud nyata kepedulian untuk generasi sehat! #⁠⁠MBGSemangatOAP https://t.co/jRvzGnTXNC;1,90E+34;POSITIVE;26/01/2026
﻿nan;09/09/2025 13.59;Naudzubillah zalim banget ini program MBG ngabisin anggaran gak kira2 banyak mudharatnya sebanyak itu duit mending buat kesehatan dan pendidikan aaaaaarghhhh gue keseeeeellll;1,97E+33;NEGATIVE;26/01/2026
﻿nan;17/06/2025 17.47;sampe sekarang belum denger MBG di tempat gue sih. apa ada lokasi tertentu ya buat dapet MBG?;1,94E+33;NEUTRAL;26/01/2026
﻿nan;22/08/2025 07.19;Harus berapa air mata lg yg tumpah grgr liat kelakuan pejabat harus berapa nyawa nyawa lagi yg hilang grgr kerakusan pemerint4h harus berapa korban lagi yg kena grgr MBG ? Ternyata seberat ini ujian tinggal di Indonesia yg katanya udah merdeka.;1,96E+34;NEGATIVE;26/01/2026
﻿nan;26/06/2025 23.36;PBNU bersama pemerintah dukung Program MBG! Langkah bersama ini jadi kunci sukses cegah stunting dan pastikan anak-anak Indonesia tumbuh optimal. #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #PBNU https://t.co/YgbUKHUQFy;1,94E+33;POSITIVE;26/01/2026
﻿nan;08/07/2025 15.42;Anggaran segede ini bisa alokasi ke pendidikan aja gak misal ke guru2 honorer yg digaji 350rb baru bisa cair per 3 bulan dan semacamnya. Fasilitas penunjang sekolah di daerah pelosok. Percuma MBG tapi kalo kesejahtaraan guru2 nya abai dengan dalih dikit2 surga! https://t.co/QdoeusPGHt;1,94E+34;NEGATIVE;26/01/2026
﻿nan;06/10/2025 22.51;Setelah 1 bulan program MBG dilaksanakan siswa sekolah semakin cakep. https://t.co/S1Ue1scHz9;1,98E+34;POSITIVE;26/01/2026
﻿nan;03/05/2025 20.26;Betul makanya itu demokrasi adalah sistem yg cacat. Perihal program MBG Prabowo do nothing wrong dia cuma ngejalanin janji kalo mau nyetop ya silakan kejar akar rumput naikkan taraf berpikir berserikat tuntut. Yang mana lebih sulit dan lama kalo dijalankan but worth.;1,92E+34;NEGATIVE;26/01/2026
﻿nan;14/07/2025 13.34;SPPG Lanud Abdulrachman Saleh Kembali Salurkan MBG Usai Libur Sekolah https://t.co/oKje2ORH3X;1,94E+34;NEUTRAL;26/01/2026
﻿nan;20/07/2025 21.05;@kompascom Gua aja sampai gumoh bolak balik cuma kesuksesan palsu program MBG gue punya anak 2 semuanya masih sekolah SMA dari pertama kali MBG di rilis belom pernah sekalipun anak anak dpt MBG bukannya ngiler MBG tapi memang unfaedah wo @prabowo;1,95E+33;NEGATIVE;26/01/2026
﻿nan;23/07/2025 14.37;sppg Polri solid! MBG jadi makin mantap https://t.co/fs66MCIz06;1,95E+33;POSITIVE;26/01/2026
﻿nan;21/09/2025 21.24;SPPG Jadi Garda Terdepan Program MBG #MakanBergiziGratis https://t.co/XvNCHTnDzo;1,97E+32;NEUTRAL;26/01/2026
﻿nan;18/05/2025 21.54;kek ga butuh mbg butuhnya pdam yg beneran kerja seindo :(;1,92E+34;NEGATIVE;26/01/2026
﻿nan;27/04/2025 15.50;Halo Sobat #InTress Pada tgl 21 23 dan 24 April 2025 Tim 2025 KPPN Sidikalang melaksanakan koordinasi dengan BKAD/BPKAD DPMD dan Dinas Pendidikan Kab. Dairi Karo dan Pakpak Bharat terkait Makan Bergizi Gratis (MBG) Koperasi Desa Merah Putih Tunjangan Profesi Guru (TPG) https://t.co/R46U8N7uPZ;1,92E+33;NEUTRAL;26/01/2026
﻿nan;22/08/2025 09.51;Porsi MBG di Anggaran Pendidikan 2026 Turun Tunjangan Guru dan Dosen Naik https://t.co/CAtPFoFByJ;1,96E+32;NEUTRAL;26/01/2026
﻿nan;08/02/2025 10.07;alah coret aja itu mbg. di tempat gue kaga ada sama sekali sekolah yang dapet mbg even sekolah populer sekalipun;1,89E+34;NEGATIVE;26/01/2026
﻿nan;09/10/2025 23.10;Rancangan Perpres MBG sudah di Kementerian Sekretariat Negara! Kepala BGN Dadan Hindayana menyebut regulasi tata kelola Makan Bergizi Gratis (MBG) ditargetkan rampung pekan ini awal Oktober 2025. Langkah penting agar program berjalan aman transparan dan bebas dari insiden gizi https://t.co/h8LptDygYJ;1,98E+34;NEUTRAL;26/01/2026
﻿nan;17/02/2025 18.26;GONG! efisiensi anggaran ga cuma buat MBG tapi buat Danantara juga. dan sumber Danantara ini ga cuma dari efisiensi anggaran dari dividen BUMN juga. terus ada klausul RUU BUMN terkait Danantara : pengurus BPI Danantara tidak bertanggung jawab atas kerugian investasi yg dilakukan;1,89E+34;NEGATIVE;26/01/2026
﻿nan;03/04/2025 21.37;Pemkab Lanny Jaya siap sukseskan program Makan Bergizi Gratis untuk masyarakat. Ini langkah positif buat memastikan semua bisa makan sehat tanpa harus mikirin biaya. Keren banget! #MBGuntukPapua https://t.co/VgRAC8YmLL;1,91E+33;POSITIVE;26/01/2026
﻿nan;02/02/2025 07.51;program Makan Bergizi Gratis menjadi langkah nyata untuk memastikan bahwa setiap anak tanpa terkecuali mendapatkan makanan sehat yang mereka butuhkan. #IndonesiaSehat #DukungMBG #MakanBergiziGratis #SukseskanMBG #MBGSukses https://t.co/PNs4HN3Eaw;1,89E+33;POSITIVE;26/01/2026
﻿nan;19/08/2025 12.35;Dukung Program Makan Bergizi Gratis (MBG) Presiden RI Kapolsek Selemadeg hadiri Louncing Yayasan Arrosikhun Satuan Pelayanan Pemenuhan Gizi (SPPG) di Bajera. Selasa 19/08/2025 Pagi. @kapoldabaliofficial @poldabali @polrestabanan__ @divisihumaspolri @polripresisi https://t.co/BNfNREEMoo;1,96E+34;NEUTRAL;26/01/2026
﻿nan;13/08/2025 18.22;"@wibisonoys @prabowo @sjafriesjams @fadlyzon @Gerindra @bang_dasco wibisonoys tantangan komunikasi memang ada tapi insiden MBG Sragen (251 korban) harus jadi momentum reformasi. Saran: Libatkan saluran resmi Gerindra &amp; lembaga independen seperti ICW. Dorong prabowo evaluasi ketat untuk hindari korupsi &amp; risiko serupa. Suara publik kunci!";1,96E+34;NEUTRAL;26/01/2026
﻿nan;09/05/2025 16.14;Tak ada hari tanpa berita buruk tentang MBG.;1,92E+33;NEUTRAL;26/01/2026
﻿nan;11/06/2025 22.27;Langkah cerdas untuk generasi penerus dimulai dari piring sehat bersama MBG solusi nutrisi seimbang yang terjangkau #MBGCegahStunting https://t.co/sThfwXbvun;1,93E+33;POSITIVE;26/01/2026
﻿nan;27/04/2025 19.25;MBG Makanan Bergizi Gratis. BARE MINIMUMNYA itu ya BERGIZI JINGAN. BARE MINIMUM KOK GAK KERACUNAN? GOBLKK;1,92E+33;NEGATIVE;26/01/2026
﻿nan;30/04/2025 13.30;@tanyakanrl Berharap dapurnya gimana? Dapur kaya gitu ya jatohnya standar. Im not 02 voter kenapa harus pake kalimat ini? Kamu berharap didukung? Divalidasi? Baru kemarin angka keracunan masih tinggi kok ya masih mau jadi pembela MBG? Sick.;1,92E+34;NEGATIVE;26/01/2026
﻿nan;08/02/2025 09.25;ya kocak kalo emang punya hutang banyak gausah lah bikin program mbg itu. mbg juga salah satu alasan kenapa anggaran kita semakin membengkak;1,89E+34;NEGATIVE;26/01/2026
﻿nan;13/08/2025 11.53;Data Dinkes Sleman: Ada 178 Siswa yang Diduga Keracunan MBG https://t.co/GhDF7fttwV;1,96E+34;NEUTRAL;26/01/2026
﻿nan;28/08/2025 23.22;Hari ini perdana anak dapat MBG di TK nya sbg orang tua harusnya seneng tapi aku kog malah khuwatir Apalagi belum lama ini ada kasus keracunan 250 siswa SMP di kotaku Ya Allah lindungilah kami selalu;1,96E+33;NEGATIVE;26/01/2026
﻿nan;30/04/2025 15.00;Pendiri CSIS: Ekonomi stabil program MBG berpotensi dorong pertumbuhan https://t.co/dejIxCy56I;1,92E+33;NEUTRAL;26/01/2026
﻿nan;08/07/2025 12.34;gw kira mbg sudah berbenah;1,94E+34;NEGATIVE;26/01/2026
﻿nan;21/01/2025 08.56;Dalam langkah strategis untuk mendukung peningkatan sumber daya manusia yang unggul Kementerian Pertahanan (Kemhan) mencanangkan program Makan Bergizi Gratis (MBG) yang resmi diluncurkan di Distrik Sugapa Kabupaten Intan Jaya Papua Tengah pada Senin (20/1/2025). Program ini https://t.co/183jp2Oqg9;1,88E+33;NEUTRAL;26/01/2026
﻿nan;19/08/2025 06.55;Anggaran Pendidikan Disunat demi MBG Pemerintahan Prabowo Abaikan Konstitusi #Terbaru https://t.co/JfG3ij8SOt;1,96E+34;NEUTRAL;26/01/2026
﻿nan;26/06/2025 17.06;MBG program yg bagus fokuskan utk SD dari lingkungan keluarga miskin atau masyarakat biasa karena ada SD yg orangtua siswanya dari kalangan orang kaya. @prabowo @Gerindra https://t.co/QXep3rNY7a;1,94E+33;POSITIVE;26/01/2026
﻿nan;05/06/2025 23.53;MBG beri banyak manfaat #MakanBergiziGratis #MBG #DukungMakanBergiziGratis #AnakSehatIndonesiaHebat #PenuhiGiziIndonesia https://t.co/xPX5uQtZfT;1,93E+33;POSITIVE;26/01/2026
﻿nan;16/03/2025 13.36;Program Pemerintah MBG tidak efisien Ganti dengan Pendidikan Gratis sampai Perguruan Tinggi Pak @prabowo Mencerdaskan kehidupan Bangsa buat Generasi Penerus Bangsa Indonesia itu lebih efektif dan terarah. #IndonesiaGelapJilid2;1,90E+32;NEGATIVE;26/01/2026
﻿nan;15/05/2025 18.16;@evsspoir Kehadiran dapur MBG Jayapura karena Prabowo dan Badan Gizi Nasional adalah langkah penting untuk atasi ketimpangan gizi;1,92E+34;NEUTRAL;26/01/2026
﻿nan;30/05/2025 04.11;aku hasil MBG kah pak ?;1,93E+33;NEUTRAL;26/01/2026
﻿nan;02/06/2025 21.14;Program MBG Dinilai Kurang Matang Dede Yusuf: Tanpa Lahan Pangan Tak Akan Aman https://t.co/QOlZ5ZiFkC;1,93E+34;NEUTRAL;26/01/2026
﻿nan;15/05/2025 14.55;Program Menu Makan Bergizi (MBG) di sekolah-sekolah Surakarta mendapat sambutan antusias dari siswa dan menjadi sarana edukasi gizi yang menarik terutama melalui media sosial. Salah satu contoh inspiratif datang dari Josua Krisna Serafim siswa SMPN 14 Surakarta yang secara https://t.co/reSZelxR8O;1,92E+34;NEUTRAL;26/01/2026
﻿nan;09/05/2025 15.42;@TirtoID Gila dalam 2 minggu terakhir uda 1000 lebih siswa yang keracunan MBG diberbagai daerah Tapi lucunya wowo nganggap program ini berhasil dan dibanggakannya;1,92E+34;NEGATIVE;26/01/2026
﻿nan;02/07/2025 22.57;ga usah ada aja daerah ku juga ga ada itu mbg! malah desa yg suruh nyari duit. orgil lu minta anggaran gede dikota nyalahin pelosok tapi pelosok juga kena pemotongan;1,94E+34;NEGATIVE;26/01/2026
﻿nan;29/07/2025 18.41;Remember penjahat Ham nepo baby efisiensi foya² pejabat bagi² kue ke kolega keracunan mbg and many more~;1,95E+33;NEGATIVE;26/01/2026
﻿nan;24/05/2025 16.05;LAH WAKTU ITU ADA WAPRES YG BIKIN 1 RMH 1 SARJANA TP YG KEPILIH MBG WKWKWKWKKW itulah begonya warga indo mkn doang yg dipikirin wkwkkww. Klo lo berpendidikan bisa kerja/nyiptain lapangan pekerjaan lu bs kasih mkn keluarga lo. Tp kan sdm indo pd bego taunya makan jd yauda gws;1,93E+33;NEGATIVE;26/01/2026
﻿nan;09/10/2025 14.09;@txtdrimedia Kenapa Data Keracunan MBG tidak dibuka ke publik? MBG G-nya itu bukan gratis ya karena dananya diambil dari uang pajak yg dibayarkan oleh rakyat bukan dana pribadi Prabowo. Jadi seharusnya ada transparansi data ke publik biar publik tahu uang pajaknya lari kemana.;1,98E+34;NEUTRAL;26/01/2026
﻿nan;14/06/2025 11.45;Tenks @abdurrahimhusin mbg shift malam https://t.co/3cibruOWKQ;1,93E+34;NEUTRAL;26/01/2026
﻿nan;18/09/2025 23.48;@Duren___ @Mutiara33816254 Ini itu sakjane program: # MBG= Makan Bergizi Gratis ️️️️ # MBG = Makan Beracun Gratis ️ Lagian itu juga gak gratis dari duit pajak ortu2 para siswa se Indonesia. Kecuali itu duit MBG dari kantong pribadi para pejabat2 mungkin gratis namanya.;1,97E+33;NEGATIVE;26/01/2026
﻿nan;09/10/2025 17.42;Personil Polsek Balaesang melaksanakan Monitoring Pemberian MBG ( Makan Bergizi Gratis ) di Sekolah Wilayah Kec. Balaesang Kab. Donggala. Kegiatan tersebut merupakan wujud Kerja Polres Donggala dlm mendukung Program Presiden RI. #polresdonggala #BidHumasPoldaSulteng https://t.co/WrGWvhvdGo;1,98E+34;NEUTRAL;26/01/2026
﻿nan;02/07/2025 10.13;Ini namanya pemerintahan tolol. Sudah gak punya duit rakyat diperas2 pakai pajak. Tapi duit dipakai buat hal2 yang unfaedah ky gini. Mana byk korupsinya lg di mbg #memanganjingsigendut https://t.co/LeGUPUAlAW;1,94E+34;NEGATIVE;26/01/2026
﻿nan;13/03/2025 07.35;Makan bergizi gratis bukan hanya sekedar memberi makanan. MBG adalah investasi untuk kesehatan dan kecerdasan anak https://t.co/PwcjJf1p44;1,90E+34;POSITIVE;26/01/2026
﻿nan;27/05/2025 23.18;Beneran jadi ladang korup si mbg wkwkwkwwk;1,93E+33;NEGATIVE;26/01/2026
﻿nan;13/08/2025 11.15;RSUD Sleman Rawat 7 Siswa SMP Diduga Keracunan Seusai Santap MBG https://t.co/dQRSTrTmNx;1,96E+34;NEUTRAL;26/01/2026
﻿nan;15/10/2025 14.56;Makan Bergizi Gratis bukan sekadar program tapi bukti nyata dukungan ke petani lokal Jadi kalo ada hoaks soal keracunan yuk bantu lawan bareng! https://t.co/CZ9Llx3Adn;1,98E+31;POSITIVE;26/01/2026
﻿nan;02/07/2025 18.30;BGN sebut MBG jadi motor penggerak ekonomi https://t.co/ZvBwWIqQ2M;1,94E+34;NEUTRAL;26/01/2026
﻿nan;03/04/2025 06.04;Para Pemimpin Dunia apresiasi Program Makan Bergizi Gratis Indonesia. Ini adalah langkah nyata Indonesia sebagai penggerak perubahan positif yang dikenal dan dihargai di Seluruh Dunia. #MakanBergiziGratis #MBG #ProgramMakanBergiziGratis #MBGMendunia https://t.co/kqaxlCRPML;1,91E+33;POSITIVE;26/01/2026
﻿nan;04/03/2025 21.48;Paradox Lagi: Program Makan Bergizi Gratis (MBG): Antara Efektivitas dan Beban Anggaran https://t.co/49mFz47MQe;1,90E+34;NEUTRAL;25/01/2026
﻿nan;30/05/2025 11.44;Pemerintah Bergerak cepat merealisasikan target 82 9 Juta penerima manfaat MBG dengan menyiapkan dana sebesar 217 T dana ini nantinya akan digunakan untuk membangun 30.000 dapur SPPG yg disebar di berbagai daerah Lanjutkan MBG #MBGInvestasiMasaDepan Jangan #HQ_AGZEPS179 Boleh https://t.co/VGUyxdbBg6;1,93E+34;POSITIVE;25/01/2026
﻿nan;20/02/2025 14.07;Sejumlah mahasiswa di Kota Ambon berdemo dengan tema #IndonesiaGelap menolak makan bergizi gratis (MBG) menuntut pendidikan gratis Kamis (20/2/2025). Selengkapnya di https://t.co/EAHha9RoX4;1,89E+34;NEGATIVE;25/01/2026
﻿nan;22/03/2025 11.12;gen z dipaksa melek politik pas bisa nyoblos sedangkan gen alpha dipaksa melek politik pas dapet mbg;1,90E+34;NEGATIVE;25/01/2026
﻿nan;13/08/2025 14.45;Sri Mulyani benarkan anggaran MBG bakal tembus Rp300 triliun pada 2026 https://t.co/bVavwYoN5M;1,96E+33;NEUTRAL;25/01/2026
﻿nan;15/10/2025 21.53;harga nasi bungkus yg dulu standart bisa 10rb an.. sekarang sdh jadi 15rb an.. itupun dg isian standart yg lebih manusiawi drpd isi menu mbg.. tolonglah pak.. tinjau ulang kebijakan yg tak bijak itu;1,98E+34;NEGATIVE;25/01/2026
﻿nan;06/09/2025 08.25;Tolok ukurnya rumah ibu? Bukan kasus 98 pembunuhan Munir Kudatuli Marsinah aktivis dan mahasiswa ditangkap jutaan tenaga kerja yang tinggal menunggu waktu untuk dipecat? Bukan juga dari guru dan dosen yang enggan Anda sejahterakan dan anggarannya dibebani MBG?;1,96E+34;NEGATIVE;25/01/2026
﻿nan;15/05/2025 20.29;@evsspoir Jayapura bakal makin sehat nih dengan dapur MBG dari Badan Gizi Nasional langkah nyata yang didukung penuh Prabowo buat perluas makanan bergizi ke mana-mana;1,92E+34;POSITIVE;25/01/2026
﻿nan;01/03/2025 16.00;Program Makan Bergizi Gratis (MBG) jadi akselerator ekosistem pangan nasional. https://t.co/3vKyJXNR7g;1,90E+34;POSITIVE;25/01/2026
﻿nan;13/03/2025 17.37;Anak-anak Papua kini lebih sehat dan semangat berkat Program Makan Bergizi Gratis! #⁠⁠MBGSemangatOAP https://t.co/lnVxY4b02I;1,90E+34;POSITIVE;25/01/2026
﻿nan;10/08/2025 12.25;Jokowi dan Gibran aja suruh makan MBG coba untuk pembuktian.... https://t.co/5s4AkAAdSZ;1,95E+33;NEGATIVE;25/01/2026
﻿nan;02/02/2025 21.56;Plh Kadis Pendidikan Sulsel Dr. Andi Ibrahim meninjau persiapan Program Makan Bergizi Gratis (MBG) di SMAN 8 Bulukumba pada 2 Februari 2025. Baca Selengkapnya » https://t.co/7VrIxbjMsS #ppiddisdiksulsel #ppidsulsel #sulselprov https://t.co/UuSNZLfzDk;1,89E+33;NEUTRAL;25/01/2026
﻿nan;27/09/2025 22.45;Masyarakat Jawa Barat mengatakan tetap membutuhkan Program Makan Bergizi Gratis untuk membentuk generasi emas Indonesia. #JabarButuhMBG https://t.co/ZPYbstxEP9;1,97E+34;POSITIVE;25/01/2026
﻿nan;18/09/2025 23.33;yang harus diperbaiki itu sistemnya malah nyalahin ada antek asing atau ada yang mau ngerusak MBG self assesment improvement? evaluasi diri aja gak bisa kayaknya gak ada di kamus loe cuma ada joget-joget;1,97E+33;NEGATIVE;25/01/2026
﻿nan;24/05/2025 12.20;MBG membuka peluang menuju Indonesia maju. #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis https://t.co/wmgQwpQaTF;1,93E+33;POSITIVE;25/01/2026
﻿nan;09/05/2025 13.27;gua kira dpt investor kakap. eh proyek percobaan vaksin. kok tega rakyat'a dijadiin klinci percobaan vaksin tbc dr ngr lain? sp yg bertanggung jwb andai ada efek sampingan? jgn² MBG jg proyek percobaan ngr lain maka'a anak skolah bnyk yg keracunan...?!? #Indonesia_GelapGulita https://t.co/Pwvq0msXIm;1,92E+33;NEGATIVE;25/01/2026
﻿nan;06/05/2025 23.23;Kata presdn PS tingkat keberhasilan MBG adlh 99 99%.Jadi yg 0 01 adalh yg gagal karena keracunan?.Semoga bisa 100% merata ke seluruh Indonesia ( 88 juta) dan ajeg setiap hari.;1,92E+33;POSITIVE;25/01/2026
﻿nan;06/09/2025 08.00;Mari dukung bersama Program Makan Bergizi Gratis untuk generasi Indonesia yang sehat cerdas dan kuat! Dengan asupan gizi yang baik anak-anak dapat belajar dengan semangat tumbuh dengan optimal dan meraih masa depan gemilang. #MakanBergiziGratis #GenerasiSehatCerdas #MBG https://t.co/ItLtIYv2Lm;1,96E+34;POSITIVE;25/01/2026
﻿nan;12/05/2025 15.56;@aromapetrikorr Sekolah dapet MBG → MBG kasus keracunan → salah satu cara biar ga makan MBG = tidak sekolah → tidak sekolah = uneducated → pathway bisa digiring opini jadi buzzer rezim They're playing 4d chess all along;1,92E+34;NEGATIVE;25/01/2026
﻿nan;27/09/2025 23.20;Bukti kalau pendidikan lebih penting dibanding MBG;1,97E+34;NEGATIVE;25/01/2026
﻿nan;31/08/2025 12.32;menu mbg malem ini bersama roput https://t.co/GYjNiZZbIt;1,96E+33;NEUTRAL;25/01/2026
﻿nan;26/02/2025 23.16;MBG ini sasarannya beneran ga jelas banget. Di sini yang udah dapet duluan justru SD/SMPIT yang rerata ortunya mampu. Yang negeri belom dapet;1,89E+33;NEGATIVE;25/01/2026
﻿nan;27/04/2025 19.35;"@jokoanwar Sedih banget jadi anak-anak di indonesia sekarang ini. Udah mah keracunan mbg salah dikit langsung ditatar militer sistem pendidikan ga jelas &amp; mahal rentan jadi korban pelecehan OLEH OKNUM POLISI juga. Udah lah guys jangan beranak dzalim nanti kita sebagai orang tua.";1,92E+34;NEGATIVE;25/01/2026
